User_Interest,User_Budget,Place_Name,Place_Type,Place_Budget,State,User_Rating
Hill Station,Low,Shillong,Hill Station,Medium,Meghalaya,3.51
Religious,High,Kaziranga,Wildlife,Low,Assam,2.0
Wildlife,High,Mumbai,City Life,Low,Maharashtra,2.01
Historical,Low,Jim Corbett,Wildlife,Medium,Uttarakhand,1.41
Wildlife,High,CP,City Life,High,Delhi,2.9
Wildlife,High,Puri,Beach,Low,Odisha,2.01
Hill Station,Low,Hampi,Historical,High,Karnataka,1.41
City Life,High,CP,City Life,Low,Delhi,4.1
Historical,Low,Varkala,Beach,High,Kerala,1.4
City Life,Low,Ranthambore,Wildlife,High,Rajasthan,1.41
Historical,High,Nainital,Hill Station,Low,Uttarakhand,2.01
Adventure,Low,Madurai,Religious,Medium,Tamil Nadu,1.41
Beach,Medium,Ajanta,Historical,High,Maharashtra,1.41
Hill Station,Low,Red Fort,Historical,Medium,Delhi,1.41
Hill Station,Medium,Varanasi,Religious,Medium,UP,2.9
Hill Station,Low,Radhanagar,Beach,High,Andaman,1.41
City Life,High,Gir,Wildlife,Low,Gujarat,2.0
City Life,Low,Somnath,Religious,Medium,Gujarat,1.41
Adventure,Medium,Ajanta,Historical,Low,Maharashtra,2.0
City Life,Low,Shillong,Hill Station,Medium,Meghalaya,1.4
Beach,Low,Varanasi,Religious,High,UP,1.41
Historical,Medium,Zulruk,Adventure,Medium,Sikkim,2.91
Religious,Medium,Shillong,Hill Station,Medium,Meghalaya,2.91
Religious,High,Puri,Beach,High,Odisha,2.9
Historical,Medium,Shillong,Hill Station,Low,Meghalaya,2.01
Adventure,Low,Yadadri,Religious,High,Telangana,1.41
Beach,Medium,CP,City Life,Low,Delhi,2.01
Adventure,High,Rishikesh,Adventure,Medium,Uttarakhand,4.11
Beach,Medium,Somnath,Religious,High,Gujarat,1.4
Wildlife,High,Ranthambore,Wildlife,High,Rajasthan,5.0
Hill Station,Low,Radhanagar,Beach,Low,Andaman,2.91
Adventure,Low,Rishikesh,Adventure,Medium,Uttarakhand,3.51
Historical,Medium,Varkala,Beach,Low,Kerala,2.01
Adventure,Medium,Spiti,Adventure,Medium,Himachal,5.0
Historical,Low,Varanasi,Religious,Low,UP,2.9
Historical,Medium,Ooty,Hill Station,Medium,Tamil Nadu,2.91
Hill Station,High,Baga,Beach,Medium,Goa,2.0
Wildlife,Low,CP,City Life,Low,Delhi,2.91
Wildlife,Medium,Bandipur,Wildlife,High,Karnataka,3.5
Religious,Medium,Shillong,Hill Station,High,Meghalaya,1.4
Historical,Medium,Varanasi,Religious,Low,UP,2.01
Adventure,Medium,Gangtok,Hill Station,Low,Sikkim,2.0
Hill Station,Low,Spiti,Adventure,High,Himachal,1.4
Adventure,High,Hyderabad,City Life,Medium,Telangana,2.01
Wildlife,Low,Jaipur,Historical,Low,Rajasthan,2.9
Adventure,High,Gulmarg,Hill Station,Low,Kashmir,2.0
Beach,Low,Varanasi,Religious,Low,UP,2.9
Hill Station,Low,Amritsar,Religious,Low,Punjab,2.91
City Life,Low,Alibaug,Beach,Low,Maharashtra,2.91
Hill Station,High,Puri,Beach,Low,Odisha,2.01
Wildlife,Medium,Kanha,Wildlife,Low,MP,4.1
Historical,Medium,Kaziranga,Wildlife,Medium,Assam,2.9
Adventure,Low,Ahmedabad,City Life,High,Gujarat,1.41
Religious,High,Gangtok,Hill Station,High,Sikkim,2.91
City Life,Low,Amritsar,Religious,High,Punjab,1.41
Religious,Medium,Hyderabad,City Life,High,Telangana,1.41
Religious,Medium,Zulruk,Adventure,Low,Sikkim,2.01
Religious,Medium,Marina,Beach,Low,Tamil Nadu,2.0
Adventure,Low,Ooty,Hill Station,High,Tamil Nadu,1.4
Religious,High,Varkala,Beach,Medium,Kerala,2.0
Historical,High,Dandeli,Adventure,Medium,Karnataka,2.0
Religious,Low,Bodh Gaya,Religious,Low,Bihar,5.0
Beach,High,Ahmedabad,City Life,Medium,Gujarat,2.0
Religious,Medium,Amritsar,Religious,High,Punjab,3.51
Historical,High,Leh,Adventure,High,Ladakh,2.91
Beach,Low,Hyderabad,City Life,High,Telangana,1.4
Wildlife,Medium,Bandipur,Wildlife,High,Karnataka,3.51
Religious,High,Kaziranga,Wildlife,High,Assam,2.9
Historical,Low,Jim Corbett,Wildlife,Medium,Uttarakhand,1.4
Wildlife,Medium,Kolkata,City Life,High,West Bengal,1.4
Historical,Low,Rishikesh,Adventure,Low,Uttarakhand,2.91
Hill Station,Medium,Jim Corbett,Wildlife,High,Uttarakhand,1.4
Historical,Low,Yadadri,Religious,Medium,Telangana,1.4
Religious,Low,Leh,Adventure,High,Ladakh,1.41
Beach,Low,Shillong,Hill Station,High,Meghalaya,1.41
Wildlife,Medium,Hampi,Historical,Medium,Karnataka,2.9
Historical,High,Amritsar,Religious,Low,Punjab,2.01
Hill Station,Medium,Rishikesh,Adventure,High,Uttarakhand,1.41
Wildlife,Low,Hampi,Historical,High,Karnataka,1.41
Adventure,High,Radhanagar,Beach,Low,Andaman,2.01
Hill Station,High,Yadadri,Religious,Low,Telangana,2.01
Beach,High,Kolkata,City Life,Medium,West Bengal,2.01
Wildlife,High,Hyderabad,City Life,High,Telangana,2.91
Historical,Medium,Yadadri,Religious,Low,Telangana,2.01
Adventure,Low,Bangalore,City Life,High,Karnataka,1.41
Adventure,High,Kolkata,City Life,High,West Bengal,2.9
Wildlife,Medium,Ranthambore,Wildlife,Low,Rajasthan,4.11
Adventure,High,Bandipur,Wildlife,High,Karnataka,2.9
Beach,Medium,Shillong,Hill Station,High,Meghalaya,1.4
Beach,High,Gir,Wildlife,High,Gujarat,2.91
Beach,Low,Ahmedabad,City Life,High,Gujarat,1.41
Religious,High,Radhanagar,Beach,High,Andaman,2.91
Wildlife,Medium,Nalanda,Historical,Low,Bihar,2.0
Beach,Low,Gir,Wildlife,Low,Gujarat,2.9
Adventure,Medium,Kaziranga,Wildlife,High,Assam,1.41
Hill Station,Low,Ajanta,Historical,Medium,Maharashtra,1.41
City Life,High,Hyderabad,City Life,Medium,Telangana,4.11
Wildlife,High,Spiti,Adventure,Medium,Himachal,2.01
Historical,Low,Bodh Gaya,Religious,High,Bihar,1.4
Historical,Low,Alibaug,Beach,Low,Maharashtra,2.91
Beach,Medium,Alibaug,Beach,High,Maharashtra,3.5
Religious,Medium,Yadadri,Religious,High,Telangana,3.5
Adventure,Medium,Bodh Gaya,Religious,Medium,Bihar,2.91
Adventure,Medium,Varanasi,Religious,Low,UP,2.01
City Life,High,Somnath,Religious,Medium,Gujarat,2.01
Adventure,Medium,Amritsar,Religious,Medium,Punjab,2.9
Beach,Low,Ahmedabad,City Life,Medium,Gujarat,1.41
Hill Station,Low,Hampi,Historical,Medium,Karnataka,1.4
Adventure,Medium,Baga,Beach,Low,Goa,2.0
Adventure,Medium,Zulruk,Adventure,Low,Sikkim,4.11
Wildlife,Low,Kaziranga,Wildlife,Medium,Assam,3.51
Religious,Low,Gulmarg,Hill Station,Low,Kashmir,2.91
Wildlife,Medium,Spiti,Adventure,Medium,Himachal,2.9
Historical,Low,Baga,Beach,Low,Goa,2.9
City Life,High,Alibaug,Beach,High,Maharashtra,2.9
Adventure,Low,Ahmedabad,City Life,Low,Gujarat,2.9
Religious,High,Bodh Gaya,Religious,Low,Bihar,4.1
Historical,Low,Jaipur,Historical,High,Rajasthan,3.51
Historical,Low,Spiti,Adventure,High,Himachal,1.41
City Life,High,Radhanagar,Beach,Medium,Andaman,2.0
Religious,Medium,Radhanagar,Beach,Medium,Andaman,2.9
City Life,Low,Radhanagar,Beach,Medium,Andaman,1.4
Beach,High,Gulmarg,Hill Station,Low,Kashmir,2.01
Adventure,High,Jaipur,Historical,Medium,Rajasthan,2.01
Wildlife,Low,Radhanagar,Beach,High,Andaman,1.41
Adventure,Low,Gulmarg,Hill Station,Medium,Kashmir,1.41
Wildlife,Medium,Baga,Beach,Medium,Goa,2.91
Adventure,Low,Hyderabad,City Life,High,Telangana,1.4
Historical,Medium,Baga,Beach,High,Goa,1.41
Wildlife,Low,Gir,Wildlife,Medium,Gujarat,3.5
Historical,High,Alibaug,Beach,Medium,Maharashtra,2.01
Religious,Medium,Tawang,Adventure,High,Arunachal,1.41
City Life,High,Gangtok,Hill Station,Low,Sikkim,2.0
Religious,Low,Bangalore,City Life,Low,Karnataka,2.91
Historical,Low,Radhanagar,Beach,High,Andaman,1.4
Religious,Medium,Madurai,Religious,High,Tamil Nadu,3.5
Adventure,Medium,Rishikesh,Adventure,Low,Uttarakhand,4.11
Historical,Medium,Somnath,Religious,Medium,Gujarat,2.9
Religious,Low,Jaipur,Historical,Low,Rajasthan,2.9
Adventure,High,Zulruk,Adventure,Medium,Sikkim,4.1
Wildlife,High,Leh,Adventure,High,Ladakh,2.9
Adventure,Low,Hyderabad,City Life,Medium,Telangana,1.4
Hill Station,Low,Jaipur,Historical,Low,Rajasthan,2.9
Wildlife,Medium,Varanasi,Religious,Low,UP,2.0
Adventure,High,Ranthambore,Wildlife,Low,Rajasthan,2.0
Wildlife,Low,Red Fort,Historical,Low,Delhi,2.91
Historical,Medium,Khajuraho,Historical,High,MP,3.5
Hill Station,Medium,Khajuraho,Historical,Medium,MP,2.9
Wildlife,High,Bodh Gaya,Religious,High,Bihar,2.91
Adventure,Low,Bodh Gaya,Religious,High,Bihar,1.4
Hill Station,High,Madurai,Religious,Low,Tamil Nadu,2.01
Religious,Medium,Kaziranga,Wildlife,Medium,Assam,2.9
City Life,Low,Bodh Gaya,Religious,Low,Bihar,2.91
Wildlife,High,Kolkata,City Life,Low,West Bengal,2.01
Wildlife,Low,CP,City Life,Medium,Delhi,1.4
Adventure,High,Bodh Gaya,Religious,Low,Bihar,2.01
Beach,Medium,Ooty,Hill Station,Medium,Tamil Nadu,2.9
Adventure,Medium,Somnath,Religious,Medium,Gujarat,2.91
Hill Station,Medium,Rishikesh,Adventure,Medium,Uttarakhand,2.91
City Life,High,Rishikesh,Adventure,High,Uttarakhand,2.91
Adventure,Low,Gir,Wildlife,Medium,Gujarat,1.4
City Life,High,CP,City Life,High,Delhi,5.0
City Life,Low,Bodh Gaya,Religious,Low,Bihar,2.91
Beach,High,Ahmedabad,City Life,High,Gujarat,2.9
Historical,High,Jim Corbett,Wildlife,High,Uttarakhand,2.91
Hill Station,Medium,Ajanta,Historical,High,Maharashtra,1.41
Hill Station,Medium,Jim Corbett,Wildlife,Medium,Uttarakhand,2.9
Adventure,Medium,Puri,Beach,High,Odisha,1.41
Hill Station,Medium,Puri,Beach,High,Odisha,1.4
Religious,Low,Red Fort,Historical,High,Delhi,1.4
Historical,Low,Mumbai,City Life,High,Maharashtra,1.41
City Life,Low,Shillong,Hill Station,Medium,Meghalaya,1.4
Wildlife,High,Gir,Wildlife,High,Gujarat,5.0
Wildlife,Low,Jaipur,Historical,Low,Rajasthan,2.91
Adventure,Medium,Manali,Hill Station,High,Himachal,1.41
Religious,Medium,Amritsar,Religious,Medium,Punjab,5.0
City Life,High,Amritsar,Religious,High,Punjab,2.9
City Life,Medium,Gir,Wildlife,Medium,Gujarat,2.9
Historical,High,Baga,Beach,Low,Goa,2.0
Historical,Low,Zulruk,Adventure,High,Sikkim,1.41
Wildlife,High,Puri,Beach,Medium,Odisha,2.01
Wildlife,Medium,Kanha,Wildlife,Medium,MP,5.0
City Life,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.01
Hill Station,High,Ahmedabad,City Life,Medium,Gujarat,2.0
Hill Station,High,Rishikesh,Adventure,Low,Uttarakhand,2.0
City Life,Low,Gulmarg,Hill Station,Medium,Kashmir,1.41
Wildlife,Medium,Marina,Beach,Low,Tamil Nadu,2.0
Religious,Low,Hampi,Historical,High,Karnataka,1.41
Adventure,High,Varkala,Beach,Medium,Kerala,2.0
Religious,Medium,Kolkata,City Life,Low,West Bengal,2.0
Wildlife,High,Red Fort,Historical,Medium,Delhi,2.0
Historical,Low,Madurai,Religious,Low,Tamil Nadu,2.91
Hill Station,High,Hyderabad,City Life,Low,Telangana,2.01
Historical,Low,Madurai,Religious,Low,Tamil Nadu,2.91
Beach,Medium,Alibaug,Beach,High,Maharashtra,3.51
Historical,Medium,Alibaug,Beach,Medium,Maharashtra,2.91
Religious,Low,Leh,Adventure,Medium,Ladakh,1.41
Beach,High,Alibaug,Beach,Medium,Maharashtra,4.11
Religious,High,Manali,Hill Station,Low,Himachal,2.01
Wildlife,Medium,Radhanagar,Beach,Low,Andaman,2.01
Historical,Medium,Radhanagar,Beach,Medium,Andaman,2.91
Wildlife,Low,Yadadri,Religious,Medium,Telangana,1.41
Historical,High,Zulruk,Adventure,Low,Sikkim,2.01
Wildlife,Medium,Hampi,Historical,High,Karnataka,1.41
Wildlife,Low,Ajanta,Historical,Medium,Maharashtra,1.4
Religious,Medium,Gangtok,Hill Station,Low,Sikkim,2.01
Wildlife,Low,Yadadri,Religious,Low,Telangana,2.9
Religious,Medium,Amritsar,Religious,Medium,Punjab,5.0
City Life,High,Radhanagar,Beach,Medium,Andaman,2.01
Wildlife,Low,Gangtok,Hill Station,High,Sikkim,1.41
Hill Station,Low,Jim Corbett,Wildlife,Low,Uttarakhand,2.91
Hill Station,High,Varanasi,Religious,Medium,UP,2.01
Adventure,Low,Bodh Gaya,Religious,High,Bihar,1.41
Adventure,Low,Rishikesh,Adventure,High,Uttarakhand,3.51
Historical,Medium,Dandeli,Adventure,High,Karnataka,1.41
Historical,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.01
City Life,Medium,Amritsar,Religious,Low,Punjab,2.0
Religious,Medium,Dandeli,Adventure,Medium,Karnataka,2.9
Adventure,Medium,Amritsar,Religious,Low,Punjab,2.01
Hill Station,High,Khajuraho,Historical,High,MP,2.91
Religious,High,CP,City Life,High,Delhi,2.9
Beach,High,Yadadri,Religious,Medium,Telangana,2.0
City Life,High,Puri,Beach,Medium,Odisha,2.01
Hill Station,Low,Somnath,Religious,Low,Gujarat,2.9
Wildlife,Low,Shillong,Hill Station,High,Meghalaya,1.41
Historical,Medium,Ajanta,Historical,Low,Maharashtra,4.11
Wildlife,Medium,Kanha,Wildlife,Medium,MP,5.0
Historical,High,Gir,Wildlife,Medium,Gujarat,2.01
Religious,Low,Dandeli,Adventure,Low,Karnataka,2.9
Adventure,Low,Gangtok,Hill Station,High,Sikkim,1.4
Wildlife,Low,Madurai,Religious,High,Tamil Nadu,1.41
Beach,High,Red Fort,Historical,Medium,Delhi,2.01
City Life,Medium,Kanha,Wildlife,Medium,MP,2.9
Religious,High,Khajuraho,Historical,Low,MP,2.01
Adventure,High,Jaipur,Historical,Medium,Rajasthan,2.01
Historical,Medium,Ranthambore,Wildlife,High,Rajasthan,1.4
Adventure,High,Varkala,Beach,Medium,Kerala,2.01
Wildlife,Low,Jaipur,Historical,Low,Rajasthan,2.9
Religious,Medium,Kolkata,City Life,Low,West Bengal,2.0
Religious,Medium,Kolkata,City Life,Medium,West Bengal,2.9
Beach,Low,Dandeli,Adventure,Low,Karnataka,2.9
Religious,Low,Gir,Wildlife,Medium,Gujarat,1.41
Beach,Low,Mumbai,City Life,High,Maharashtra,1.4
Historical,Medium,Tawang,Adventure,Low,Arunachal,2.0
Hill Station,Medium,Marina,Beach,Low,Tamil Nadu,2.0
Religious,Low,Leh,Adventure,Low,Ladakh,2.9
Hill Station,Medium,Hampi,Historical,High,Karnataka,1.41
Adventure,Low,Alibaug,Beach,Medium,Maharashtra,1.41
Wildlife,Medium,Red Fort,Historical,Low,Delhi,2.0
Adventure,High,Khajuraho,Historical,Medium,MP,2.01
Historical,High,Bangalore,City Life,Low,Karnataka,2.0
Religious,High,Ooty,Hill Station,High,Tamil Nadu,2.91
Historical,Low,Varkala,Beach,High,Kerala,1.4
Wildlife,Low,Dandeli,Adventure,Medium,Karnataka,1.41
Historical,Low,Tawang,Adventure,High,Arunachal,1.4
Hill Station,Low,Ooty,Hill Station,High,Tamil Nadu,3.51
Beach,High,Hampi,Historical,High,Karnataka,2.91
City Life,Medium,Ajanta,Historical,Low,Maharashtra,2.0
Beach,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
City Life,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Adventure,Medium,CP,City Life,Medium,Delhi,2.91
Religious,High,Alibaug,Beach,Low,Maharashtra,2.0
Hill Station,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Adventure,Medium,Puri,Beach,High,Odisha,1.41
Religious,High,Jim Corbett,Wildlife,Medium,Uttarakhand,2.01
Beach,High,Bangalore,City Life,Medium,Karnataka,2.0
Hill Station,High,Kaziranga,Wildlife,Low,Assam,2.01
Hill Station,Medium,Baga,Beach,High,Goa,1.41
Historical,Low,Kaziranga,Wildlife,Low,Assam,2.91
Adventure,Low,Marina,Beach,High,Tamil Nadu,1.41
Adventure,Medium,Marina,Beach,High,Tamil Nadu,1.41
Beach,Low,Gangtok,Hill Station,Low,Sikkim,2.9
Historical,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.01
City Life,Low,Bodh Gaya,Religious,High,Bihar,1.41
Beach,High,Ooty,Hill Station,Medium,Tamil Nadu,2.0
Adventure,High,Kanha,Wildlife,Low,MP,2.01
Historical,High,Madurai,Religious,Low,Tamil Nadu,2.01
Beach,Low,Varkala,Beach,Low,Kerala,5.0
Adventure,Medium,Ajanta,Historical,High,Maharashtra,1.41
Adventure,High,Manali,Hill Station,High,Himachal,2.9
City Life,Medium,Gir,Wildlife,Low,Gujarat,2.01
City Life,Medium,Kolkata,City Life,Medium,West Bengal,5.0
Adventure,High,Ooty,Hill Station,Low,Tamil Nadu,2.01
Wildlife,Low,Zulruk,Adventure,High,Sikkim,1.4
Wildlife,Low,Red Fort,Historical,Medium,Delhi,1.41
Adventure,Low,Kanha,Wildlife,Low,MP,2.91
Historical,High,Shillong,Hill Station,High,Meghalaya,2.9
Beach,Low,Yadadri,Religious,High,Telangana,1.41
Wildlife,High,Spiti,Adventure,Low,Himachal,2.0
Historical,Medium,Bangalore,City Life,Low,Karnataka,2.01
Hill Station,Medium,Jaipur,Historical,Low,Rajasthan,2.0
Hill Station,Low,Yadadri,Religious,Low,Telangana,2.91
Hill Station,Low,Varkala,Beach,Low,Kerala,2.9
Adventure,High,Nainital,Hill Station,Low,Uttarakhand,2.01
Hill Station,Medium,Bandipur,Wildlife,Medium,Karnataka,2.91
City Life,High,Ajanta,Historical,High,Maharashtra,2.9
Religious,High,Madurai,Religious,High,Tamil Nadu,5.0
Historical,Medium,Gir,Wildlife,Medium,Gujarat,2.9
Hill Station,Low,Puri,Beach,Low,Odisha,2.91
Adventure,Medium,Hampi,Historical,Low,Karnataka,2.0
Beach,Medium,Khajuraho,Historical,Medium,MP,2.91
Historical,High,Ranthambore,Wildlife,Medium,Rajasthan,2.0
Historical,Low,Alibaug,Beach,High,Maharashtra,1.4
Religious,High,Marina,Beach,Low,Tamil Nadu,2.01
Hill Station,Medium,Kaziranga,Wildlife,Medium,Assam,2.9
Wildlife,Medium,Dandeli,Adventure,High,Karnataka,1.4
Beach,High,CP,City Life,Low,Delhi,2.01
Adventure,Medium,Dandeli,Adventure,Low,Karnataka,4.11
Beach,Medium,Ooty,Hill Station,Low,Tamil Nadu,2.0
Beach,Low,CP,City Life,High,Delhi,1.4
Beach,Low,Jim Corbett,Wildlife,High,Uttarakhand,1.4
Adventure,Low,Gangtok,Hill Station,Medium,Sikkim,1.41
Adventure,Medium,Kanha,Wildlife,Medium,MP,2.91
Adventure,High,Hyderabad,City Life,Medium,Telangana,2.0
Wildlife,Low,Kolkata,City Life,Medium,West Bengal,1.4
Wildlife,Medium,Baga,Beach,Low,Goa,2.01
Beach,High,Radhanagar,Beach,Low,Andaman,4.11
Beach,Medium,Zulruk,Adventure,Medium,Sikkim,2.91
Adventure,High,Yadadri,Religious,Medium,Telangana,2.0
Hill Station,High,Hampi,Historical,Medium,Karnataka,2.01
Wildlife,High,Manali,Hill Station,Low,Himachal,2.0
City Life,Low,Spiti,Adventure,High,Himachal,1.4
Adventure,Medium,Kanha,Wildlife,Low,MP,2.0
Wildlife,Low,Nalanda,Historical,Low,Bihar,2.9
Historical,Medium,Kolkata,City Life,Low,West Bengal,2.01
Adventure,High,Bodh Gaya,Religious,Low,Bihar,2.0
Religious,High,Manali,Hill Station,Low,Himachal,2.01
Hill Station,Low,Ajanta,Historical,High,Maharashtra,1.41
Religious,Medium,Manali,Hill Station,Medium,Himachal,2.9
Beach,Low,Nalanda,Historical,Low,Bihar,2.9
Historical,High,Ahmedabad,City Life,Low,Gujarat,2.01
Hill Station,High,Radhanagar,Beach,High,Andaman,2.9
Wildlife,Low,Ahmedabad,City Life,Low,Gujarat,2.9
Historical,High,Ajanta,Historical,High,Maharashtra,5.0
Historical,Low,Hyderabad,City Life,Medium,Telangana,1.41
Religious,Medium,Bandipur,Wildlife,Medium,Karnataka,2.9
Beach,Medium,Leh,Adventure,High,Ladakh,1.4
Hill Station,High,Madurai,Religious,Medium,Tamil Nadu,2.01
Religious,High,Bandipur,Wildlife,High,Karnataka,2.9
City Life,Medium,Madurai,Religious,Low,Tamil Nadu,2.0
Beach,Medium,Varkala,Beach,High,Kerala,3.51
City Life,Medium,Alibaug,Beach,Medium,Maharashtra,2.9
Historical,Medium,Marina,Beach,Low,Tamil Nadu,2.01
Historical,Low,Nalanda,Historical,Low,Bihar,5.0
Hill Station,Low,Hyderabad,City Life,Low,Telangana,2.91
Adventure,High,Manali,Hill Station,High,Himachal,2.9
Beach,Medium,Varkala,Beach,Low,Kerala,4.11
Adventure,High,Nalanda,Historical,High,Bihar,2.91
Religious,Low,Ranthambore,Wildlife,Low,Rajasthan,2.91
Beach,Low,Puri,Beach,Low,Odisha,5.0
Adventure,Medium,Puri,Beach,Low,Odisha,2.0
Hill Station,Low,Khajuraho,Historical,High,MP,1.4
Wildlife,Low,Gangtok,Hill Station,Medium,Sikkim,1.4
Wildlife,Medium,Varanasi,Religious,High,UP,1.4
Beach,Low,Jaipur,Historical,Medium,Rajasthan,1.41
Wildlife,High,Bodh Gaya,Religious,High,Bihar,2.9
Adventure,High,Spiti,Adventure,Medium,Himachal,4.1
Adventure,High,Ranthambore,Wildlife,High,Rajasthan,2.9
Adventure,Medium,Kolkata,City Life,High,West Bengal,1.4
Hill Station,Medium,Baga,Beach,High,Goa,1.41
Historical,High,Radhanagar,Beach,Low,Andaman,2.01
Historical,Low,Kanha,Wildlife,Low,MP,2.9
Adventure,Low,Dandeli,Adventure,Low,Karnataka,5.0
Wildlife,Low,Manali,Hill Station,High,Himachal,1.41
Historical,Medium,Amritsar,Religious,Low,Punjab,2.01
Wildlife,Medium,Amritsar,Religious,Low,Punjab,2.01
Wildlife,High,Alibaug,Beach,High,Maharashtra,2.91
Wildlife,Medium,Madurai,Religious,High,Tamil Nadu,1.41
Hill Station,Medium,Ooty,Hill Station,High,Tamil Nadu,3.51
Hill Station,Medium,Puri,Beach,Medium,Odisha,2.91
Adventure,Medium,Spiti,Adventure,Low,Himachal,4.1
Historical,Low,Shillong,Hill Station,Low,Meghalaya,2.91
City Life,Medium,Gulmarg,Hill Station,High,Kashmir,1.41
City Life,High,Ranthambore,Wildlife,Medium,Rajasthan,2.01
Religious,Low,Varanasi,Religious,Low,UP,5.0
Wildlife,Low,Khajuraho,Historical,High,MP,1.41
Wildlife,Medium,Kaziranga,Wildlife,Medium,Assam,5.0
City Life,Low,Hyderabad,City Life,Medium,Telangana,3.5
Adventure,Low,Jim Corbett,Wildlife,Medium,Uttarakhand,1.4
Religious,High,Khajuraho,Historical,Low,MP,2.01
Historical,High,Zulruk,Adventure,Low,Sikkim,2.0
Religious,High,Zulruk,Adventure,High,Sikkim,2.9
Wildlife,High,Bodh Gaya,Religious,High,Bihar,2.9
City Life,Medium,Manali,Hill Station,High,Himachal,1.41
Adventure,Medium,Tawang,Adventure,Low,Arunachal,4.11
Hill Station,High,Radhanagar,Beach,Low,Andaman,2.01
Adventure,High,Nainital,Hill Station,Low,Uttarakhand,2.0
Religious,High,Kolkata,City Life,Medium,West Bengal,2.0
Religious,Low,Kolkata,City Life,Low,West Bengal,2.91
Religious,Medium,Yadadri,Religious,Low,Telangana,4.1
Wildlife,Low,Gir,Wildlife,High,Gujarat,3.51
Adventure,High,Kanha,Wildlife,High,MP,2.91
Religious,Low,Mumbai,City Life,High,Maharashtra,1.41
Beach,Medium,Shillong,Hill Station,High,Meghalaya,1.41
City Life,Low,CP,City Life,Medium,Delhi,3.5
City Life,Low,Ajanta,Historical,Medium,Maharashtra,1.4
Hill Station,Low,Kolkata,City Life,High,West Bengal,1.4
Wildlife,Medium,Gir,Wildlife,Medium,Gujarat,5.0
Historical,Medium,Red Fort,Historical,Medium,Delhi,5.0
Wildlife,Medium,Dandeli,Adventure,High,Karnataka,1.4
Historical,Medium,Kaziranga,Wildlife,High,Assam,1.41
Wildlife,High,Hyderabad,City Life,High,Telangana,2.91
Adventure,Low,Mumbai,City Life,High,Maharashtra,1.4
Historical,Medium,Baga,Beach,High,Goa,1.41
Wildlife,Medium,Somnath,Religious,High,Gujarat,1.4
Religious,Low,Marina,Beach,Medium,Tamil Nadu,1.4
Wildlife,High,Nainital,Hill Station,High,Uttarakhand,2.9
Hill Station,High,Amritsar,Religious,Medium,Punjab,2.01
Religious,High,Hampi,Historical,High,Karnataka,2.91
Beach,High,Spiti,Adventure,Low,Himachal,2.0
Religious,Medium,CP,City Life,Low,Delhi,2.0
Historical,Low,Shillong,Hill Station,High,Meghalaya,1.41
Wildlife,High,Ahmedabad,City Life,Medium,Gujarat,2.01
Adventure,Medium,Jim Corbett,Wildlife,Medium,Uttarakhand,2.91
Wildlife,High,Somnath,Religious,Medium,Gujarat,2.01
Beach,High,Bangalore,City Life,Low,Karnataka,2.01
Historical,Medium,Puri,Beach,Low,Odisha,2.0
Hill Station,High,Varanasi,Religious,High,UP,2.9
City Life,High,Hyderabad,City Life,Low,Telangana,4.11
Religious,Medium,Zulruk,Adventure,Medium,Sikkim,2.9
Beach,High,Somnath,Religious,Medium,Gujarat,2.01
City Life,Low,Leh,Adventure,High,Ladakh,1.41
Adventure,Low,Jim Corbett,Wildlife,Low,Uttarakhand,2.91
Historical,Medium,Zulruk,Adventure,Low,Sikkim,2.01
Wildlife,High,Ranthambore,Wildlife,High,Rajasthan,5.0
Historical,High,Bandipur,Wildlife,Low,Karnataka,2.0
Religious,High,Ajanta,Historical,Medium,Maharashtra,2.01
Historical,Medium,Ahmedabad,City Life,Low,Gujarat,2.01
